>>> ENTER BENCHMARK <<<
ML-KEM-512
Running on a Pi!
Starting Benchmarks for: ML-KEM-512
Iteration, Keypair, Encaps, Decaps
Buffer Address: 0x35f61
Confirmed: Buffer is NOT 4-byte aligned.
overhead: 12
0, 	1000809, 	1093690, 	1346940
1, 	916240, 	1071252, 	1336516
2, 	914740, 	1070206, 	1325992
3, 	913434, 	1071579, 	1326651
4, 	910288, 	1067703, 	1321488
5, 	914758, 	1070666, 	1318451
6, 	912676, 	1073448, 	1321378
7, 	911066, 	1068211, 	1321608
8, 	915283, 	1068900, 	1318170
9, 	910924, 	1067855, 	1320921
10, 	912248, 	1070208, 	1326626
11, 	915320, 	1069886, 	1326369
12, 	910636, 	1069061, 	1321393
13, 	914604, 	1069679, 	1324865
14, 	914824, 	1069444, 	1318251
15, 	914540, 	1070023, 	1319880
16, 	913309, 	1073374, 	1321544
17, 	914733, 	1069186, 	1320413
18, 	912652, 	1068045, 	1319736
19, 	911986, 	1068928, 	1318596
20, 	915167, 	1074327, 	1321583
21, 	913811, 	1070291, 	1324064
22, 	913028, 	1070398, 	1321564
23, 	914490, 	1070739, 	1319966
24, 	911895, 	1067456, 	1321836
25, 	910668, 	1070618, 	1321180
26, 	915991, 	1068948, 	1324740
27, 	914939, 	1071378, 	1320669
28, 	911677, 	1070032, 	1321311
29, 	912742, 	1068888, 	1318293
30, 	912707, 	1070574, 	1321487
31, 	912575, 	1069390, 	1317755
32, 	912861, 	1070522, 	1320667
33, 	913586, 	1069420, 	1325524
34, 	913426, 	1068243, 	1316993
35, 	912828, 	1070523, 	1323341
36, 	916010, 	1069808, 	1322658
37, 	912241, 	1070205, 	1319156
38, 	913514, 	1071103, 	1325758
39, 	912131, 	1069365, 	1320366
40, 	910919, 	1071161, 	1322185
41, 	915692, 	1073402, 	1321206
42, 	912082, 	1069878, 	1317738
43, 	911231, 	1069644, 	1326663
44, 	913501, 	1068420, 	1317845
45, 	914978, 	1070020, 	1319760
46, 	912624, 	1070252, 	1324056
47, 	913099, 	1075690, 	1321573
48, 	915069, 	1068666, 	1320758
49, 	912771, 	1069035, 	1317251
50, 	910846, 	1072330, 	1322461
51, 	912774, 	1069403, 	1320010
52, 	910662, 	1070499, 	1324897
53, 	912685, 	1073398, 	1320818
54, 	914061, 	1067806, 	1320186
55, 	912180, 	1073115, 	1321476
56, 	914250, 	1072412, 	1323411
57, 	913966, 	1069600, 	1321084
58, 	911076, 	1073257, 	1321688
59, 	914578, 	1072398, 	1319897
60, 	910358, 	1071943, 	1321308
61, 	913471, 	1069624, 	1318514
62, 	911073, 	1074360, 	1323684
63, 	912412, 	1071050, 	1320815
64, 	912846, 	1070805, 	1316235
65, 	912177, 	1071692, 	1322961
66, 	912940, 	1069141, 	1323901
67, 	912539, 	1069444, 	1321646
68, 	911322, 	1071748, 	1321610
69, 	911041, 	1069400, 	1320292
70, 	909336, 	1070564, 	1320629
71, 	911196, 	1072899, 	1320801
72, 	913423, 	1074203, 	1318794
73, 	911751, 	1071601, 	1319101
74, 	910528, 	1073003, 	1321416
75, 	911703, 	1069180, 	1321225
76, 	911160, 	1069953, 	1319988
77, 	913896, 	1071972, 	1324718
78, 	910820, 	1071868, 	1320661
79, 	913819, 	1068849, 	1320128
80, 	910311, 	1070106, 	1323369
81, 	912878, 	1069480, 	1322876
82, 	913356, 	1069615, 	1320553
83, 	911885, 	1072388, 	1320034
84, 	912613, 	1070658, 	1322166
85, 	909668, 	1068173, 	1323086
86, 	911603, 	1068932, 	1324053
87, 	913401, 	1070258, 	1322753
88, 	913120, 	1071736, 	1323523
89, 	912448, 	1069334, 	1321370
90, 	909504, 	1069518, 	1319105
91, 	913729, 	1069393, 	1320355
92, 	912923, 	1070274, 	1325774
93, 	913628, 	1070671, 	1323556
94, 	912668, 	1068335, 	1323288
95, 	909763, 	1071900, 	1327386
96, 	910276, 	1067693, 	1319757
97, 	911573, 	1070175, 	1321836
98, 	911561, 	1070269, 	1321743
99, 	911851, 	1069561, 	1320456
returned: 0
