>>> ENTER BENCHMARK <<<
ML-KEM-1024
Running on a Pi!
Starting Benchmarks for: ML-KEM-1024
Iteration, Keypair, Encaps, Decaps
Buffer Address: 0x360e1
Confirmed: Buffer is NOT 4-byte aligned.
overhead: 12
0, 	2498987, 	2686288, 	3129667
1, 	2389697, 	2669071, 	3085970
2, 	2390113, 	2660294, 	3100080
3, 	2386530, 	2664016, 	3083758
4, 	2388960, 	2667908, 	3099630
5, 	2383368, 	2668261, 	3083833
6, 	2388554, 	2658760, 	3096407
7, 	2386425, 	2665063, 	3080500
8, 	2386197, 	2666127, 	3096490
9, 	2384156, 	2665873, 	3083190
10, 	2381765, 	2666075, 	3091688
11, 	2386955, 	2663856, 	3091688
12, 	2380574, 	2661611, 	3096075
13, 	2388719, 	2659166, 	3090877
14, 	2382071, 	2666063, 	3099858
15, 	2385550, 	2669001, 	3094155
16, 	2373925, 	2663150, 	3102695
17, 	2389774, 	2660658, 	3095458
18, 	2372941, 	2662705, 	3095522
19, 	2393416, 	2663906, 	3098271
20, 	2372349, 	2662258, 	3097344
21, 	2390006, 	2665288, 	3099293
22, 	2374101, 	2660438, 	3094827
23, 	2389111, 	2661946, 	3091730
24, 	2377517, 	2657578, 	3098089
25, 	2385034, 	2665540, 	3093053
26, 	2377864, 	2662413, 	3097300
27, 	2388841, 	2664236, 	3102978
28, 	2387097, 	2656130, 	3099466
29, 	2388642, 	2663953, 	3099615
30, 	2388950, 	2651621, 	3096475
31, 	2382541, 	2664826, 	3094520
32, 	2385854, 	2650811, 	3094583
33, 	2384730, 	2664099, 	3096061
34, 	2387195, 	2649287, 	3091198
35, 	2386261, 	2664926, 	3095540
36, 	2384048, 	2654591, 	3091552
37, 	2389133, 	2666635, 	3097492
38, 	2386226, 	2654606, 	3091546
39, 	2388247, 	2666104, 	3095283
40, 	2388892, 	2654655, 	3088086
41, 	2381538, 	2664130, 	3097366
42, 	2384761, 	2664321, 	3085105
43, 	2387059, 	2662370, 	3095796
44, 	2386391, 	2665246, 	3086517
45, 	2387463, 	2670595, 	3097910
46, 	2391723, 	2661121, 	3085908
47, 	2384138, 	2663598, 	3102358
48, 	2387149, 	2661753, 	3086954
49, 	2389142, 	2660514, 	3097448
50, 	2385987, 	2663413, 	3080739
51, 	2390547, 	2662280, 	3103285
52, 	2384396, 	2666081, 	3083639
53, 	2384949, 	2667475, 	3093111
54, 	2386631, 	2663142, 	3092378
55, 	2384238, 	2662006, 	3095625
56, 	2388885, 	2662086, 	3093007
57, 	2384040, 	2662186, 	3097369
58, 	2384189, 	2664849, 	3096510
59, 	2375931, 	2665481, 	3094747
60, 	2381925, 	2664890, 	3099451
61, 	2372871, 	2665937, 	3095668
62, 	2386080, 	2663618, 	3096304
63, 	2372273, 	2666216, 	3099505
64, 	2388984, 	2664030, 	3100492
65, 	2373580, 	2659325, 	3095707
66, 	2386365, 	2668681, 	3094490
67, 	2376484, 	2659519, 	3096685
68, 	2386130, 	2666366, 	3093382
69, 	2377985, 	2661335, 	3094032
70, 	2383570, 	2662492, 	3101907
71, 	2383478, 	2657611, 	3101958
72, 	2386719, 	2665054, 	3094408
73, 	2385203, 	2654296, 	3102701
74, 	2383903, 	2669354, 	3097999
75, 	2382460, 	2653363, 	3101875
76, 	2385391, 	2661379, 	3096065
77, 	2388581, 	2651684, 	3099106
78, 	2388347, 	2664141, 	3094102
79, 	2380838, 	2654454, 	3088788
80, 	2389397, 	2662948, 	3094800
81, 	2389260, 	2654510, 	3096279
82, 	2387736, 	2662530, 	3097207
83, 	2387134, 	2658583, 	3087026
84, 	2388198, 	2664020, 	3098146
85, 	2387440, 	2662456, 	3085064
86, 	2386155, 	2665778, 	3100505
87, 	2386900, 	2663979, 	3084760
88, 	2389815, 	2663633, 	3091421
89, 	2386746, 	2663811, 	3079952
90, 	2388157, 	2665086, 	3091181
91, 	2385354, 	2663886, 	3083300
92, 	2387603, 	2666975, 	3096050
93, 	2385405, 	2664859, 	3081280
94, 	2389569, 	2666000, 	3097716
95, 	2387478, 	2666878, 	3083148
96, 	2386344, 	2664744, 	3096640
97, 	2386225, 	2664199, 	3086521
98, 	2381073, 	2664043, 	3094560
99, 	2388104, 	2663809, 	3086680
returned: 0
