>>> ENTER BENCHMARK <<<
ML-KEM-512
Running on a Pi!
Starting Benchmarks for: ML-KEM-512
Buffer Address: 0x36381
Confirmed: Buffer is NOT 4-byte aligned.
overhead: 12
Iteration, Keypair cycles, Keypair stack, Keypair read cache miss, Keypair write cache miss, Encaps cycles, Encaps stack, Encaps read cache miss, Encaps write cache miss, Decaps cycles, Decaps stack, Decaps read cache miss, Decaps write cache miss
0, 	999826, 	6176, 	1131, 	1130, 	1085569, 	8800, 	1316, 	1316, 	1350569, 	9552, 	320, 	320
1, 	925628, 	6176, 	162, 	161, 	1083002, 	8800, 	139, 	138, 	1349844, 	9552, 	276, 	276
2, 	926424, 	6176, 	157, 	157, 	1085559, 	8800, 	108, 	108, 	1344880, 	9552, 	222, 	222
3, 	929087, 	6176, 	128, 	127, 	1086013, 	8800, 	101, 	101, 	1343556, 	9552, 	175, 	175
4, 	918928, 	6176, 	96, 	95, 	1079726, 	8800, 	110, 	110, 	1348231, 	9552, 	254, 	254
5, 	924282, 	6176, 	116, 	115, 	1081959, 	8800, 	96, 	96, 	1345166, 	9552, 	187, 	187
6, 	923800, 	6176, 	112, 	112, 	1081602, 	8800, 	101, 	101, 	1342706, 	9552, 	225, 	225
7, 	925712, 	6176, 	126, 	125, 	1092509, 	8800, 	138, 	138, 	1342433, 	9552, 	190, 	190
8, 	925129, 	6176, 	136, 	135, 	1079468, 	8800, 	110, 	110, 	1333496, 	9552, 	184, 	184
9, 	926278, 	6176, 	146, 	145, 	1082419, 	8800, 	115, 	115, 	1338120, 	9552, 	184, 	184
10, 	932238, 	6176, 	165, 	164, 	1086063, 	8800, 	110, 	110, 	1347602, 	9552, 	193, 	193
11, 	928050, 	6176, 	128, 	127, 	1087336, 	8800, 	120, 	120, 	1349659, 	9552, 	170, 	170
12, 	925559, 	6176, 	116, 	115, 	1090941, 	8800, 	109, 	109, 	1347229, 	9552, 	225, 	225
13, 	921559, 	6176, 	154, 	153, 	1075934, 	8800, 	119, 	119, 	1341207, 	9552, 	201, 	201
14, 	924115, 	6176, 	113, 	112, 	1082677, 	8800, 	97, 	97, 	1340909, 	9552, 	152, 	152
15, 	930566, 	6176, 	109, 	108, 	1089976, 	8800, 	124, 	124, 	1346091, 	9552, 	235, 	235
16, 	928314, 	6176, 	157, 	156, 	1088786, 	8800, 	108, 	108, 	1347415, 	9552, 	184, 	184
17, 	926352, 	6176, 	115, 	114, 	1086290, 	8800, 	105, 	105, 	1339234, 	9552, 	453, 	453
18, 	919466, 	6176, 	366, 	365, 	1087124, 	8800, 	388, 	388, 	1345299, 	9552, 	178, 	178
19, 	927851, 	6176, 	113, 	113, 	1086940, 	8800, 	128, 	128, 	1343840, 	9552, 	155, 	155
20, 	926258, 	6176, 	110, 	109, 	1082143, 	8800, 	83, 	83, 	1345422, 	9552, 	169, 	169
21, 	927260, 	6176, 	156, 	155, 	1084472, 	8800, 	133, 	133, 	1346008, 	9552, 	206, 	206
22, 	927722, 	6176, 	137, 	136, 	1080467, 	8800, 	386, 	386, 	1335643, 	9552, 	458, 	458
23, 	926046, 	6176, 	376, 	376, 	1088112, 	8800, 	114, 	114, 	1344669, 	9552, 	224, 	224
24, 	925778, 	6176, 	135, 	134, 	1087106, 	8800, 	129, 	129, 	1343606, 	9552, 	199, 	199
25, 	927761, 	6176, 	141, 	140, 	1087874, 	8800, 	104, 	104, 	1344176, 	9552, 	172, 	172
26, 	929094, 	6176, 	97, 	96, 	1087696, 	8800, 	365, 	365, 	1343301, 	9552, 	232, 	232
27, 	919277, 	6176, 	137, 	136, 	1079651, 	8800, 	124, 	124, 	1347015, 	9552, 	184, 	184
28, 	928400, 	6176, 	124, 	123, 	1087792, 	8800, 	101, 	101, 	1345315, 	9552, 	180, 	180
29, 	927928, 	6176, 	117, 	116, 	1089615, 	8800, 	128, 	128, 	1348722, 	9552, 	484, 	484
30, 	926954, 	6176, 	376, 	375, 	1089696, 	8800, 	366, 	366, 	1342071, 	9552, 	153, 	153
31, 	929200, 	6176, 	123, 	122, 	1088716, 	8800, 	114, 	114, 	1332606, 	9552, 	177, 	177
32, 	924763, 	6176, 	123, 	122, 	1085947, 	8800, 	118, 	118, 	1344492, 	9552, 	208, 	208
33, 	927908, 	6176, 	134, 	133, 	1087916, 	8800, 	120, 	120, 	1348944, 	9552, 	192, 	192
34, 	928002, 	6176, 	142, 	141, 	1088456, 	8800, 	116, 	116, 	1344084, 	9552, 	181, 	181
35, 	929257, 	6176, 	159, 	158, 	1085678, 	8800, 	101, 	101, 	1344018, 	9552, 	440, 	440
36, 	920447, 	6176, 	400, 	399, 	1076621, 	8800, 	96, 	96, 	1337748, 	9552, 	229, 	229
37, 	926274, 	6176, 	116, 	115, 	1090666, 	8800, 	93, 	93, 	1346109, 	9552, 	224, 	224
38, 	923966, 	6176, 	123, 	122, 	1084531, 	8800, 	123, 	123, 	1345374, 	9552, 	202, 	202
39, 	925861, 	6176, 	127, 	126, 	1085681, 	8800, 	112, 	112, 	1345435, 	9552, 	159, 	159
40, 	925735, 	6176, 	115, 	114, 	1092526, 	8800, 	123, 	123, 	1342587, 	9552, 	482, 	482
41, 	919739, 	6176, 	377, 	377, 	1082048, 	8800, 	105, 	105, 	1342317, 	9552, 	181, 	181
42, 	927190, 	6176, 	90, 	89, 	1085768, 	8800, 	103, 	103, 	1342346, 	9552, 	208, 	208
43, 	923326, 	6176, 	112, 	111, 	1085799, 	8800, 	146, 	146, 	1349366, 	9552, 	235, 	235
44, 	926773, 	6176, 	162, 	161, 	1084453, 	8800, 	115, 	115, 	1346655, 	9552, 	171, 	171
45, 	925547, 	6176, 	132, 	132, 	1076643, 	8800, 	100, 	100, 	1335858, 	9552, 	185, 	185
46, 	934179, 	6176, 	180, 	179, 	1083849, 	8800, 	115, 	115, 	1346614, 	9552, 	451, 	451
47, 	929666, 	6176, 	368, 	367, 	1084209, 	8800, 	363, 	363, 	1345112, 	9552, 	450, 	450
48, 	925435, 	6176, 	369, 	368, 	1079806, 	8800, 	104, 	104, 	1345391, 	9552, 	229, 	229
49, 	928098, 	6176, 	134, 	133, 	1088504, 	8800, 	106, 	106, 	1343162, 	9552, 	199, 	199
50, 	919503, 	6176, 	119, 	118, 	1078221, 	8800, 	98, 	98, 	1345593, 	9552, 	202, 	202
51, 	928263, 	6176, 	126, 	126, 	1083454, 	8800, 	124, 	124, 	1352171, 	9552, 	239, 	239
52, 	929943, 	6176, 	145, 	144, 	1086992, 	8800, 	105, 	105, 	1344593, 	9552, 	179, 	179
53, 	924936, 	6176, 	111, 	110, 	1082371, 	8800, 	111, 	111, 	1344444, 	9552, 	196, 	196
54, 	926845, 	6176, 	130, 	129, 	1087669, 	8800, 	433, 	433, 	1333168, 	9552, 	452, 	452
55, 	923743, 	6176, 	389, 	388, 	1085242, 	8800, 	357, 	357, 	1343135, 	9552, 	188, 	188
56, 	923926, 	6176, 	116, 	116, 	1084406, 	8800, 	106, 	106, 	1343352, 	9552, 	211, 	211
57, 	927737, 	6176, 	162, 	161, 	1091241, 	8800, 	132, 	132, 	1347434, 	9552, 	198, 	198
58, 	926529, 	6176, 	135, 	134, 	1086084, 	8800, 	107, 	107, 	1341656, 	9552, 	201, 	201
59, 	922613, 	6176, 	101, 	100, 	1076817, 	8800, 	109, 	109, 	1341034, 	9552, 	256, 	256
60, 	927282, 	6176, 	127, 	126, 	1082476, 	8800, 	110, 	110, 	1345784, 	9552, 	187, 	187
61, 	924509, 	6176, 	115, 	114, 	1087734, 	8800, 	91, 	91, 	1341949, 	9552, 	241, 	241
62, 	925796, 	6176, 	123, 	122, 	1082291, 	8800, 	117, 	117, 	1342682, 	9552, 	467, 	467
63, 	926765, 	6176, 	412, 	411, 	1082904, 	8800, 	124, 	124, 	1340151, 	9552, 	187, 	187
64, 	917769, 	6176, 	132, 	131, 	1084156, 	8800, 	119, 	119, 	1342940, 	9552, 	195, 	195
65, 	928726, 	6176, 	126, 	126, 	1089183, 	8800, 	138, 	138, 	1345226, 	9552, 	199, 	199
66, 	922796, 	6176, 	109, 	108, 	1080301, 	8800, 	112, 	112, 	1341678, 	9552, 	146, 	146
67, 	928705, 	6176, 	119, 	118, 	1089061, 	8800, 	109, 	109, 	1349008, 	9552, 	452, 	452
68, 	928378, 	6176, 	440, 	439, 	1079924, 	8800, 	128, 	128, 	1336632, 	9552, 	214, 	214
69, 	925241, 	6176, 	133, 	132, 	1083259, 	8800, 	116, 	116, 	1351372, 	9552, 	430, 	430
70, 	929608, 	6176, 	385, 	384, 	1081494, 	8800, 	136, 	136, 	1346689, 	9552, 	220, 	220
71, 	924004, 	6176, 	122, 	121, 	1085631, 	8800, 	108, 	108, 	1345501, 	9552, 	215, 	215
72, 	926210, 	6176, 	132, 	131, 	1081267, 	8800, 	129, 	129, 	1342739, 	9552, 	175, 	175
73, 	918331, 	6176, 	141, 	140, 	1077868, 	8800, 	112, 	112, 	1350334, 	9552, 	493, 	493
74, 	927496, 	6176, 	400, 	399, 	1086320, 	8800, 	382, 	382, 	1344331, 	9552, 	443, 	443
75, 	930079, 	6176, 	388, 	387, 	1084906, 	8800, 	108, 	108, 	1343579, 	9552, 	167, 	167
76, 	926089, 	6176, 	110, 	110, 	1085331, 	8800, 	288, 	288, 	1342009, 	9552, 	194, 	194
77, 	930295, 	6176, 	129, 	128, 	1085580, 	8800, 	94, 	94, 	1334914, 	9552, 	227, 	227
78, 	923875, 	6176, 	133, 	132, 	1084212, 	8800, 	106, 	106, 	1345058, 	9552, 	209, 	209
79, 	930118, 	6176, 	414, 	414, 	1085518, 	8800, 	378, 	378, 	1346656, 	9552, 	200, 	200
80, 	926681, 	6176, 	114, 	114, 	1084956, 	8800, 	104, 	104, 	1347889, 	9552, 	194, 	194
81, 	928231, 	6176, 	117, 	117, 	1083096, 	8800, 	97, 	97, 	1340979, 	9552, 	202, 	202
82, 	926520, 	6176, 	190, 	189, 	1076986, 	8800, 	122, 	122, 	1342721, 	9552, 	182, 	182
83, 	928462, 	6176, 	106, 	105, 	1080484, 	8800, 	98, 	98, 	1343601, 	9552, 	204, 	204
84, 	930068, 	6176, 	147, 	146, 	1084603, 	8800, 	112, 	112, 	1345744, 	9552, 	191, 	191
85, 	928166, 	6176, 	116, 	115, 	1084851, 	8800, 	102, 	102, 	1344705, 	9552, 	196, 	196
86, 	927539, 	6176, 	125, 	124, 	1090938, 	8800, 	106, 	106, 	1342876, 	9552, 	206, 	206
87, 	918058, 	6176, 	136, 	135, 	1082791, 	8800, 	173, 	173, 	1346909, 	9552, 	216, 	216
