>>> ENTER BENCHMARK <<<
ML-KEM-768
Running on a Pi!
Starting Benchmarks for: ML-KEM-768
Buffer Address: 0x363c1
Confirmed: Buffer is NOT 4-byte aligned.
overhead: 12
Iteration, Keypair cycles, Keypair stack, Keypair read cache miss, Keypair write cache miss, Encaps cycles, Encaps stack, Encaps read cache miss, Encaps write cache miss, Decaps cycles, Decaps stack, Decaps read cache miss, Decaps write cache miss
0, 	1615911, 	10272, 	3383, 	3384, 	1755354, 	13408, 	1885, 	1885, 	2102820, 	14480, 	367, 	367
1, 	1520387, 	10272, 	269, 	269, 	1757306, 	13408, 	266, 	266, 	2092237, 	14480, 	315, 	315
2, 	1518942, 	10272, 	226, 	226, 	1750969, 	13408, 	210, 	210, 	2082824, 	14480, 	312, 	312
3, 	1523186, 	10272, 	262, 	262, 	1758818, 	13408, 	217, 	217, 	2093513, 	14480, 	242, 	242
4, 	1517750, 	10272, 	156, 	155, 	1758119, 	13408, 	193, 	193, 	2097734, 	14480, 	356, 	356
5, 	1518571, 	10272, 	177, 	176, 	1749303, 	13408, 	191, 	191, 	2083552, 	14480, 	247, 	247
6, 	1517737, 	10272, 	157, 	157, 	1760504, 	13408, 	247, 	247, 	2098695, 	14480, 	345, 	344
7, 	1515973, 	10272, 	149, 	150, 	1764797, 	13408, 	191, 	191, 	2095445, 	14480, 	275, 	275
8, 	1518278, 	10272, 	160, 	160, 	1754224, 	13408, 	254, 	254, 	2087891, 	14480, 	329, 	329
9, 	1514322, 	10272, 	201, 	200, 	1760477, 	13408, 	198, 	198, 	2096639, 	14480, 	216, 	215
10, 	1522811, 	10272, 	225, 	225, 	1762192, 	13408, 	220, 	220, 	2095424, 	14480, 	277, 	276
11, 	1519016, 	10272, 	174, 	174, 	1747732, 	13408, 	204, 	204, 	2093593, 	14480, 	323, 	323
12, 	1520853, 	10272, 	205, 	205, 	1760932, 	13408, 	218, 	218, 	2093504, 	14480, 	250, 	249
13, 	1517278, 	10272, 	152, 	153, 	1761170, 	13408, 	199, 	199, 	2106666, 	14480, 	356, 	356
14, 	1521455, 	10272, 	174, 	174, 	1748697, 	13408, 	167, 	167, 	2087125, 	14480, 	244, 	243
15, 	1518268, 	10272, 	159, 	159, 	1765472, 	13408, 	239, 	239, 	2104688, 	14480, 	310, 	310
16, 	1521852, 	10272, 	177, 	177, 	1758256, 	13408, 	187, 	187, 	2098582, 	14480, 	269, 	269
17, 	1525134, 	10272, 	214, 	214, 	1746475, 	13408, 	200, 	200, 	2086111, 	14480, 	282, 	282
18, 	1520110, 	10272, 	182, 	182, 	1759384, 	13408, 	190, 	190, 	2096695, 	14480, 	311, 	311
19, 	1519030, 	10272, 	252, 	251, 	1759674, 	13408, 	226, 	226, 	2092028, 	14480, 	268, 	268
20, 	1518787, 	10272, 	157, 	157, 	1748695, 	13408, 	187, 	187, 	2090869, 	14480, 	295, 	295
21, 	1519282, 	10272, 	193, 	193, 	1762649, 	13408, 	192, 	192, 	2093867, 	14480, 	246, 	246
22, 	1518268, 	10272, 	174, 	174, 	1755593, 	13408, 	202, 	202, 	2097048, 	14480, 	301, 	300
23, 	1519645, 	10272, 	183, 	183, 	1746669, 	13408, 	206, 	206, 	2090622, 	14480, 	260, 	259
24, 	1521043, 	10272, 	174, 	174, 	1766507, 	13408, 	268, 	268, 	2091673, 	14480, 	270, 	270
25, 	1519120, 	10272, 	165, 	165, 	1760096, 	13408, 	185, 	185, 	2104011, 	14480, 	237, 	237
26, 	1521044, 	10272, 	209, 	210, 	1746247, 	13408, 	259, 	259, 	2088813, 	14480, 	280, 	279
27, 	1518113, 	10272, 	177, 	177, 	1758895, 	13408, 	212, 	212, 	2096240, 	14480, 	351, 	350
28, 	1521015, 	10272, 	198, 	199, 	1755842, 	13408, 	199, 	199, 	2101914, 	14480, 	291, 	291
29, 	1514277, 	10272, 	168, 	168, 	1746450, 	13408, 	189, 	189, 	2099018, 	14480, 	333, 	333
30, 	1517424, 	10272, 	212, 	212, 	1759505, 	13408, 	207, 	207, 	2098366, 	14480, 	284, 	284
31, 	1520418, 	10272, 	230, 	230, 	1760530, 	13408, 	264, 	264, 	2094190, 	14480, 	324, 	324
32, 	1513692, 	10272, 	191, 	191, 	1744919, 	13408, 	219, 	219, 	2095507, 	14480, 	294, 	294
33, 	1517162, 	10272, 	172, 	172, 	1764503, 	13408, 	258, 	258, 	2098382, 	14480, 	267, 	267
34, 	1518843, 	10272, 	181, 	181, 	1760223, 	13408, 	191, 	191, 	2088762, 	14480, 	250, 	249
35, 	1512377, 	10272, 	239, 	239, 	1747490, 	13408, 	193, 	193, 	2092090, 	14480, 	246, 	246
36, 	1518605, 	10272, 	170, 	170, 	1758944, 	13408, 	207, 	207, 	2096222, 	14480, 	300, 	299
37, 	1521097, 	10272, 	201, 	202, 	1755397, 	13408, 	196, 	196, 	2094607, 	14480, 	304, 	305
38, 	1510148, 	10272, 	178, 	178, 	1750405, 	13408, 	168, 	168, 	2096824, 	14480, 	330, 	330
39, 	1515669, 	10272, 	191, 	191, 	1757564, 	13408, 	238, 	238, 	2096362, 	14480, 	303, 	302
40, 	1520214, 	10272, 	181, 	180, 	1758988, 	13408, 	226, 	226, 	2093737, 	14480, 	281, 	281
41, 	1509964, 	10272, 	200, 	200, 	1749596, 	13408, 	177, 	177, 	2094040, 	14480, 	258, 	258
42, 	1522483, 	10272, 	208, 	207, 	1759692, 	13408, 	210, 	210, 	2092519, 	14480, 	224, 	224
43, 	1516508, 	10272, 	184, 	184, 	1759940, 	13408, 	173, 	173, 	2098338, 	14480, 	261, 	261
44, 	1510289, 	10272, 	236, 	236, 	1752912, 	13408, 	201, 	201, 	2094672, 	14480, 	247, 	246
45, 	1520871, 	10272, 	175, 	175, 	1760069, 	13408, 	163, 	163, 	2102134, 	14480, 	302, 	302
46, 	1517691, 	10272, 	197, 	196, 	1763090, 	13408, 	192, 	192, 	2093134, 	14480, 	310, 	310
47, 	1506878, 	10272, 	172, 	173, 	1753669, 	13408, 	230, 	230, 	2094006, 	14480, 	318, 	318
48, 	1516968, 	10272, 	172, 	172, 	1757510, 	13408, 	164, 	164, 	2093994, 	14480, 	293, 	292
49, 	1516561, 	10272, 	149, 	148, 	1762419, 	13408, 	241, 	241, 	2097687, 	14480, 	323, 	323
50, 	1507637, 	10272, 	173, 	174, 	1757644, 	13408, 	168, 	168, 	2097228, 	14480, 	236, 	236
51, 	1522789, 	10272, 	234, 	234, 	1758340, 	13408, 	232, 	232, 	2095119, 	14480, 	303, 	303
52, 	1516281, 	10272, 	196, 	196, 	1765060, 	13408, 	189, 	189, 	2100461, 	14480, 	304, 	303
