>>> ENTER BENCHMARK <<<
ML-KEM-768
Running on a Pi!
Starting Benchmarks for: ML-KEM-768
Iteration, Keypair, Encaps, Decaps
overhead: 256
0, 	1591264, 	1765583, 	2107072
1, 	1495531, 	1749326, 	2083072
2, 	1496843, 	1736374, 	2074989
3, 	1491978, 	1742374, 	2081521
4, 	1493989, 	1738806, 	2079186
5, 	1498697, 	1739034, 	2076871
6, 	1490106, 	1735299, 	2078130
7, 	1498311, 	1736450, 	2076278
8, 	1496770, 	1736899, 	2085134
9, 	1493036, 	1737100, 	2075240
10, 	1496951, 	1736742, 	2083384
11, 	1495871, 	1736338, 	2077333
12, 	1494823, 	1730306, 	2084404
13, 	1495173, 	1736875, 	2082310
14, 	1499308, 	1738174, 	2080125
15, 	1497065, 	1732749, 	2073840
16, 	1495647, 	1737103, 	2078746
17, 	1498390, 	1733502, 	2075035
18, 	1496767, 	1735928, 	2074926
19, 	1494998, 	1736891, 	2079604
20, 	1499592, 	1739527, 	2078222
21, 	1497423, 	1733216, 	2067473
22, 	1501474, 	1737543, 	2080454
23, 	1498238, 	1736158, 	2080044
24, 	1500865, 	1736052, 	2073234
25, 	1494931, 	1736265, 	2084310
26, 	1501096, 	1736243, 	2076649
27, 	1495840, 	1739878, 	2081080
28, 	1490370, 	1738629, 	2080261
29, 	1496913, 	1736435, 	2084004
30, 	1496745, 	1737108, 	2078475
31, 	1491052, 	1736022, 	2078271
32, 	1495550, 	1736921, 	2078143
33, 	1496989, 	1741865, 	2081851
34, 	1494377, 	1732423, 	2078000
35, 	1494767, 	1739290, 	2080149
36, 	1496702, 	1738553, 	2079413
37, 	1498948, 	1732343, 	2076123
38, 	1496333, 	1735759, 	2081073
39, 	1499085, 	1738599, 	2082554
40, 	1498743, 	1732368, 	2074520
41, 	1495393, 	1737071, 	2079529
42, 	1494332, 	1736664, 	2085090
43, 	1494912, 	1736814, 	2070170
44, 	1498000, 	1737166, 	2085980
45, 	1497965, 	1738430, 	2079832
46, 	1493482, 	1738101, 	2074534
47, 	1493816, 	1737116, 	2080646
48, 	1495870, 	1739293, 	2083699
49, 	1495067, 	1735531, 	2072623
50, 	1491010, 	1745034, 	2078682
51, 	1497230, 	1739418, 	2081272
52, 	1501601, 	1739023, 	2075929
53, 	1491267, 	1733926, 	2082178
54, 	1498619, 	1735925, 	2078729
55, 	1498308, 	1737379, 	2077656
56, 	1490971, 	1736002, 	2079262
57, 	1496309, 	1735282, 	2080027
58, 	1496733, 	1735440, 	2078073
59, 	1497385, 	1730625, 	2079273
60, 	1496178, 	1740418, 	2079385
61, 	1497219, 	1737069, 	2080629
62, 	1496347, 	1733203, 	2074255
63, 	1496131, 	1740019, 	2078273
64, 	1496402, 	1734064, 	2078019
65, 	1493540, 	1739518, 	2071740
66, 	1498647, 	1736226, 	2078600
67, 	1492632, 	1742294, 	2081866
68, 	1493107, 	1738299, 	2071546
69, 	1500812, 	1736115, 	2079951
70, 	1497273, 	1738535, 	2080184
71, 	1499675, 	1736972, 	2076114
72, 	1495083, 	1738777, 	2081664
73, 	1495953, 	1737007, 	2082124
74, 	1499134, 	1737954, 	2082568
75, 	1490902, 	1734854, 	2078991
76, 	1496477, 	1742146, 	2082010
77, 	1500127, 	1736836, 	2077824
78, 	1491038, 	1738090, 	2078615
79, 	1499893, 	1734129, 	2076031
80, 	1494804, 	1741832, 	2078789
81, 	1493423, 	1731207, 	2079315
82, 	1496553, 	1740544, 	2078088
83, 	1495245, 	1740109, 	2076623
84, 	1499641, 	1734112, 	2075368
85, 	1498623, 	1737036, 	2080747
86, 	1497748, 	1737266, 	2080933
87, 	1495952, 	1734778, 	2073396
88, 	1497208, 	1739022, 	2078582
89, 	1495059, 	1737917, 	2083649
90, 	1495865, 	1735577, 	2069205
91, 	1496191, 	1738777, 	2083198
92, 	1495662, 	1735525, 	2080651
93, 	1492865, 	1736536, 	2077773
94, 	1493933, 	1740066, 	2083104
95, 	1494699, 	1741409, 	2078998
96, 	1495641, 	1741817, 	2073458
97, 	1490908, 	1739599, 	2081079
98, 	1497520, 	1736141, 	2078977
99, 	1497098, 	1736023, 	2081679
returned: 0CPU freq: 999998290 Hz
